类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值,开始日期,结束日期
反光器具,10193,1055779,43128,0.01,11.8,0.01,0.48,103.58,24.48,2018-06-01,2018-06-30
遮光罩,10443,1001104,43812,0.01,-16.72,0.01,-25.2,95.86,22.85,2018-06-01,2018-06-30
清洁液,10211,971861,35887,0.01,21.09,0.01,-18.14,95.18,27.08,2018-06-01,2018-06-30
说明书/使用指南,8294,940542,46749,0.01,271.46,0.0,123.12,113.4,20.12,2018-06-01,2018-06-30
电视高压包,15311,895994,27448,0.01,-26.0,0.01,-35.32,58.52,32.64,2018-06-01,2018-06-30
擦屏布,10433,883876,43849,0.01,20.59,0.01,2.53,84.72,20.16,2018-06-01,2018-06-30
摄影台/静物台,2146,873252,15738,0.01,-25.13,0.0,-32.28,406.92,55.49,2018-06-01,2018-06-30
USB吸尘器,13145,870073,54439,0.01,461.11,0.01,371.87,66.19,15.98,2018-06-01,2018-06-30
18650电池盒,9806,848676,44648,0.01,67.35,0.01,8.25,86.55,19.01,2018-06-01,2018-06-30
遥控器,13447,848557,54035,0.01,-24.8,0.01,-0.33,63.1,15.7,2018-06-01,2018-06-30
平板电脑底座,1380,847471,24314,0.01,-36.4,0.0,-17.15,614.11,34.86,2018-06-01,2018-06-30
镜头盖,17999,828083,44629,0.01,-17.86,0.01,-17.14,46.01,18.55,2018-06-01,2018-06-30
脚架配件,2127,797081,19230,0.01,74.95,0.0,7.46,374.74,41.45,2018-06-01,2018-06-30
USB多功能数码宝,2081,761630,25641,0.01,234.86,0.0,83.8,365.99,29.7,2018-06-01,2018-06-30
MP3/MP4保护套,2108,746506,25700,0.01,87.53,0.0,-22.04,354.13,29.05,2018-06-01,2018-06-30
相机腕带,7380,696582,41919,0.0,3.0,0.0,-8.24,94.39,16.62,2018-06-01,2018-06-30
VGA切换器,8831,685451,40300,0.0,0.9,0.01,-3.78,77.62,17.01,2018-06-01,2018-06-30
平板电脑充电器,4032,676693,20970,0.0,-35.01,0.0,-45.35,167.83,32.27,2018-06-01,2018-06-30
取景器,1246,646305,14064,0.0,3.0,0.0,8.74,518.7,45.95,2018-06-01,2018-06-30
脚架包,2110,625607,10152,0.0,21.1,0.0,11.7,296.5,61.62,2018-06-01,2018-06-30
F头,5450,616292,26294,0.0,-9.07,0.0,-4.04,113.08,23.44,2018-06-01,2018-06-30
USB电话机/网络电话机,5155,565818,19435,0.0,-17.66,0.0,-16.98,109.76,29.11,2018-06-01,2018-06-30
显示器/打印机色彩校正仪,515,565010,5731,0.0,-32.9,0.0,-32.86,1097.11,98.59,2018-06-01,2018-06-30
隔离器/耦合器,1773,523915,9767,0.0,17.72,0.0,2.53,295.5,53.64,2018-06-01,2018-06-30
无线传输设备,679,523038,6530,0.0,11.35,0.0,-8.48,770.31,80.1,2018-06-01,2018-06-30
RF头,1962,520660,10624,0.0,-24.69,0.0,-26.89,265.37,49.01,2018-06-01,2018-06-30
USB迷你冰箱,682,516750,47445,0.0,746.87,0.0,71.9,757.7,10.89,2018-06-01,2018-06-30
测光表,55,504140,3368,0.0,-23.97,0.0,-31.69,9166.18,149.69,2018-06-01,2018-06-30
闪存卡转接套,9991,499013,74540,0.0,-36.04,0.01,-32.0,49.95,6.69,2018-06-01,2018-06-30
数码设备外接键盘,8746,497587,52474,0.0,-31.92,0.01,1145.03,56.89,9.48,2018-06-01,2018-06-30
相机专用遥控器,2282,492901,17005,0.0,-36.2,0.0,-32.47,216.0,28.99,2018-06-01,2018-06-30
照片夹子,19299,492211,66916,0.0,66.91,0.02,66.57,25.5,7.36,2018-06-01,2018-06-30
平板电脑包,3025,488227,48063,0.0,-71.81,0.0,-34.69,161.4,10.16,2018-06-01,2018-06-30
USB Humping Dog,681,482360,4318,0.0,140.32,0.0,72.24,708.31,111.71,2018-06-01,2018-06-30
电子书灯,9917,482221,51551,0.0,33.67,0.01,69.1,48.63,9.35,2018-06-01,2018-06-30
电子辞典/学习机配件,4142,474563,43078,0.0,11.67,0.0,36.73,114.57,11.02,2018-06-01,2018-06-30
手机智能按键,1070,457232,10197,0.0,8.4,0.0,-15.95,427.32,44.84,2018-06-01,2018-06-30
广角镜,571,450326,4167,0.0,58.24,0.0,-72.58,788.66,108.07,2018-06-01,2018-06-30
BNC头,2019,450311,9202,0.0,-8.15,0.0,-26.83,223.04,48.94,2018-06-01,2018-06-30
屏幕保护膜,8532,449812,29137,0.0,11.18,0.0,138.18,52.72,15.44,2018-06-01,2018-06-30
点读机/点读笔配件,3825,448860,19772,0.0,-32.28,0.0,-24.46,117.35,22.7,2018-06-01,2018-06-30
SIM 剪卡钳,9547,446379,20563,0.0,-32.86,0.01,-35.55,46.76,21.71,2018-06-01,2018-06-30
音乐枕,2016,437633,27068,0.0,-50.95,0.0,-48.1,217.08,16.17,2018-06-01,2018-06-30
微波炉面板,5084,433186,16789,0.0,21.71,0.0,-20.43,85.21,25.8,2018-06-01,2018-06-30
一次成像相册,4067,429196,28723,0.0,69.12,0.0,67.31,105.53,14.94,2018-06-01,2018-06-30
增距镜,595,428380,6188,0.0,-12.54,0.0,-22.74,719.97,69.23,2018-06-01,2018-06-30
线缆收纳器/集线器,2073,427950,24345,0.0,-24.67,0.0,-46.17,206.44,17.58,2018-06-01,2018-06-30
防寒设备,2051,420638,9760,0.0,38.95,0.0,51.93,205.09,43.1,2018-06-01,2018-06-30
苹果取卡针,19297,419136,43136,0.0,-21.57,0.02,18.99,21.72,9.72,2018-06-01,2018-06-30
MSN聊天伴侣,16298,418105,52013,0.0,398.99,0.01,4075.17,25.65,8.04,2018-06-01,2018-06-30
一次成像相机专用包,5434,410410,26878,0.0,0.87,0.0,-0.69,75.53,15.27,2018-06-01,2018-06-30
机顶盒共享器,682,407427,8436,0.0,23.07,0.0,-9.06,597.4,48.3,2018-06-01,2018-06-30
气吹,8351,406053,16437,0.0,20.61,0.0,-9.09,48.62,24.7,2018-06-01,2018-06-30
电子书手写笔/电磁笔,8499,402723,43139,0.0,256.54,0.0,310.74,47.38,9.34,2018-06-01,2018-06-30
FM/MP3发射器,683,393863,7537,0.0,-2.47,0.0,-34.91,576.67,52.26,2018-06-01,2018-06-30
数码相机适配器,832,379847,5754,0.0,59.22,0.0,8.22,456.55,66.01,2018-06-01,2018-06-30
USB暖手鼠标垫,2681,369891,28849,0.0,309.37,0.0,325.61,137.97,12.82,2018-06-01,2018-06-30
平板电脑数据线,913,367193,15040,0.0,36.74,0.0,-35.23,402.18,24.41,2018-06-01,2018-06-30
电池收纳盒,4412,207005,12028,0.0,40.32,0.0,-2.5,46.92,17.21,2018-06-01,2018-06-30
RCA头,2833,193090,14988,0.0,11.8,0.0,19.15,68.16,12.88,2018-06-01,2018-06-30
高压气罐,1673,192078,8549,0.0,34.32,0.0,31.39,114.81,22.47,2018-06-01,2018-06-30
相机眼罩,2980,134574,10097,0.0,-16.86,0.0,-9.64,45.16,13.33,2018-06-01,2018-06-30
数据连接线,1076,129021,9631,0.0,-21.45,0.0,-23.07,119.91,13.4,2018-06-01,2018-06-30
相机/摄像机专用充电套装,1216,127722,5492,0.0,-20.77,0.0,-14.1,105.03,23.26,2018-06-01,2018-06-30
KVM,595,115850,2358,0.0,-16.12,0.0,-19.15,194.71,49.13,2018-06-01,2018-06-30
单反/单电充电器,1837,112484,8573,0.0,-21.59,0.0,55.85,61.23,13.12,2018-06-01,2018-06-30
脚架接环,679,103023,2393,0.0,67.58,0.0,13.24,151.73,43.05,2018-06-01,2018-06-30
电纸书屏幕贴膜,2117,96840,9475,0.0,-9.47,0.0,-31.04,45.74,10.22,2018-06-01,2018-06-30
相片角贴,9766,95965,27133,0.0,-25.0,0.01,-32.71,9.83,3.54,2018-06-01,2018-06-30
AV切换器,1701,90071,10138,0.0,-31.84,0.0,-31.78,52.95,8.88,2018-06-01,2018-06-30
网络切换器,1114,89245,2391,0.0,168.45,0.0,-4.31,80.11,37.33,2018-06-01,2018-06-30
液晶屏保护膜,2386,87754,10263,0.0,-49.39,0.0,-51.76,36.78,8.55,2018-06-01,2018-06-30
包/箱配件,676,86291,5481,0.0,27.89,0.0,-22.81,127.65,15.74,2018-06-01,2018-06-30
镜头笔,2037,81700,5683,0.0,-34.07,0.0,4.31,40.11,14.38,2018-06-01,2018-06-30
相机色卡,679,81557,2590,0.0,-26.83,0.0,54.87,120.11,31.49,2018-06-01,2018-06-30
相机挂绳,2116,77912,11095,0.0,60.3,0.0,25.49,36.82,7.02,2018-06-01,2018-06-30
保护箱,55,76099,2189,0.0,-31.73,0.0,-35.35,1383.62,34.76,2018-06-01,2018-06-30
单反机身盖,2118,75005,6992,0.0,37.02,0.0,-7.85,35.41,10.73,2018-06-01,2018-06-30
USB摆设品/装饰品,681,73824,6689,0.0,-12.32,0.0,231.27,108.41,11.04,2018-06-01,2018-06-30
电纸书充电器,958,70936,2465,0.0,-18.79,0.0,-20.77,74.05,28.78,2018-06-01,2018-06-30
电纸书防护包,2888,66157,19768,0.0,-51.39,0.0,-34.12,22.91,3.35,2018-06-01,2018-06-30
灰板,1371,65506,2604,0.0,-4.04,0.0,-10.04,47.78,25.16,2018-06-01,2018-06-30
镜头袋/镜头筒,677,64400,8952,0.0,-10.02,0.0,-32.71,95.13,7.19,2018-06-01,2018-06-30
键盘刷,5176,60675,15971,0.0,-26.79,0.0,-34.24,11.72,3.8,2018-06-01,2018-06-30
USB按摩器,1253,52301,9727,0.0,34.47,0.0,45.05,41.74,5.38,2018-06-01,2018-06-30
USB食品加热包/保温盒,201,52223,6407,0.0,305.13,0.0,42.17,259.82,8.15,2018-06-01,2018-06-30
cmos清洁,1658,52062,4585,0.0,37.01,0.0,-31.61,31.4,11.35,2018-06-01,2018-06-30
USB暖手宝/暖手袋,556,51251,6824,0.0,40.47,0.0,63.07,92.18,7.51,2018-06-01,2018-06-30
单反/单电适配器,677,50951,2146,0.0,-33.34,0.0,-2.96,75.26,23.74,2018-06-01,2018-06-30
MP3/MP4充电器,683,50581,3196,0.0,-19.65,0.0,-3.69,74.06,15.83,2018-06-01,2018-06-30
对焦屏,62,50042,2116,0.0,-24.29,0.0,-33.11,807.13,23.65,2018-06-01,2018-06-30
热靴水平仪,2114,49712,9889,0.0,9.0,0.0,-9.99,23.52,5.03,2018-06-01,2018-06-30
USB保暖坐垫/靠垫,1507,49709,2786,0.0,36.88,0.0,742.12,32.99,17.84,2018-06-01,2018-06-30
耳机线夹,678,49563,3966,0.0,-64.57,0.0,-49.94,73.1,12.5,2018-06-01,2018-06-30
自拍镜头,1964,43308,9720,0.0,-28.71,0.0,-24.91,22.05,4.46,2018-06-01,2018-06-30
专业摄影背心,28,30813,2113,0.0,-32.47,0.0,-34.25,1100.46,14.58,2018-06-01,2018-06-30
Lomo镜头,8,23794,2039,0.0,296.74,0.0,87.44,2974.25,11.67,2018-06-01,2018-06-30
数码望远镜,16,21920,2376,0.0,62.21,0.0,47.8,1370.0,9.23,2018-06-01,2018-06-30
MP3/MP4连接线,676,21511,2105,0.0,-34.4,0.0,8.59,31.82,10.22,2018-06-01,2018-06-30
数码伴侣,25,20655,2717,0.0,-71.92,0.0,-34.58,826.2,7.6,2018-06-01,2018-06-30
USB烟灰缸,849,16987,9085,0.0,168.46,0.0,234.87,20.01,1.87,2018-06-01,2018-06-30
毛刷,1266,15352,2155,0.0,7.28,0.0,-12.91,12.13,7.12,2018-06-01,2018-06-30
Lomo相机包,22,10315,1245,0.0,84.1,0.0,11.14,468.86,8.29,2018-06-01,2018-06-30
USB保温碟/保温垫,629,8900,8292,0.0,-49.42,0.0,264.76,14.15,1.07,2018-06-01,2018-06-30
MP3/MP4支架,57,7573,1989,0.0,24.55,0.0,-33.2,132.86,3.81,2018-06-01,2018-06-30
USB碎纸机,341,7390,8491,0.0,86.81,0.0,40.29,21.67,0.87,2018-06-01,2018-06-30
MP4屏幕保护膜,29,6917,1508,0.0,-14.39,0.0,-44.75,238.52,4.59,2018-06-01,2018-06-30
白平衡镜,7,6802,678,0.0,-33.82,0.0,-96.93,971.71,10.03,2018-06-01,2018-06-30
USB氧吧/空气清新器,27,6751,2098,0.0,168.45,0.0,81.46,250.04,3.22,2018-06-01,2018-06-30
USB暖手套/暖脚鞋,67,5316,1989,0.0,-34.16,0.0,-9.11,79.34,2.67,2018-06-01,2018-06-30
电纸书数据线,199,4750,1895,0.0,-46.44,0.0,-45.93,23.87,2.51,2018-06-01,2018-06-30
耳塞保护套,677,4741,6278,0.0,-49.28,0.0,-31.82,7.0,0.76,2018-06-01,2018-06-30
摄影梯,3,4236,381,0.0,-31.45,0.0,-33.15,1412.0,11.12,2018-06-01,2018-06-30
移动支付终端机,1,4065,356,0.0,-98.27,0.0,-97.38,4065.0,11.42,2018-06-01,2018-06-30
Lomo闪光灯,3,3116,210,0.0,1965.35,0.0,455.54,1038.67,14.84,2018-06-01,2018-06-30
苹果卡贴,0,125,197,0.0,-85.69,0.0,-66.36,0.0,0.63,2018-06-01,2018-06-30
Lomo潜水盒,0,123,10,0.0,451.04,0.0,0.0,0.0,12.3,2018-06-01,2018-06-30
分压盒,4,118,191,0.0,-46.72,0.0,0.0,29.5,0.62,2018-06-01,2018-06-30
手机保护套/壳,25829303,425663124,40086573,27.67,15.16,55.03,-16.17,16.48,10.62,2018-07-01,2018-07-31
手机贴膜,18342596,201286090,21878448,12.12,25.27,29.19,-0.41,10.97,9.2,2018-07-01,2018-07-31
移动电源,3052955,193316917,9795948,11.78,24.77,8.15,12.09,63.32,19.73,2018-07-01,2018-07-31
手机零部件,1737861,190467645,6668086,11.69,0.09,4.14,-33.34,109.6,28.56,2018-07-01,2018-07-31
手机数据线,4972570,160230828,8911280,7.98,11.28,11.66,13.79,32.22,17.98,2018-07-01,2018-07-31
USB风扇,2228453,117448186,9685118,4.98,68.38,7.28,27.77,52.7,12.13,2018-07-01,2018-07-31
手机充电器,2193375,114917897,6294329,4.92,90.28,6.98,71.95,52.39,18.26,2018-07-01,2018-07-31
手机电池,821724,100248702,2949491,3.42,63.67,2.62,0.89,122.0,33.99,2018-07-01,2018-07-31
手机支架/手机座,2223190,95243262,6258059,3.0,56.73,7.28,0.5,42.84,15.22,2018-07-01,2018-07-31
平板电脑保护套/壳,1351964,88842642,3019778,2.85,8.9,3.31,-9.04,65.71,29.42,2018-07-01,2018-07-31
数据线,3111289,74993158,5500582,1.84,-1.24,8.25,-6.34,24.1,13.63,2018-07-01,2018-07-31
笔记本零部件,79453,74797937,602766,1.84,-17.18,0.08,-40.73,941.41,124.09,2018-07-01,2018-07-31
其它配件,297554,50006167,2311613,0.9,-18.06,0.33,-32.19,168.06,21.63,2018-07-01,2018-07-31
手机镜头,244069,32494672,1374393,0.66,168.51,0.31,86.23,133.14,23.64,2018-07-01,2018-07-31
影室灯,43141,31659513,243752,0.62,50.83,0.03,41.38,733.86,129.88,2018-07-01,2018-07-31
遥控设备,1227914,31406366,2190021,0.59,-0.81,3.02,-14.0,25.58,14.34,2018-07-01,2018-07-31
笔记本电脑包,381908,31186204,1744919,0.54,-0.81,0.4,7.93,81.66,17.87,2018-07-01,2018-07-31
自拍杆/架,486006,30955293,1358771,0.53,23.44,0.77,38.76,63.69,22.78,2018-07-01,2018-07-31
普通干电池,607064,30176269,1433127,0.51,42.63,0.99,22.3,49.71,21.06,2018-07-01,2018-07-31
云台,26742,28522566,314476,0.47,90.03,0.02,87.34,1066.58,90.7,2018-07-01,2018-07-31
分配器/分频器/分支器,25906,23853249,175471,0.41,452.27,0.02,41.37,920.76,135.94,2018-07-01,2018-07-31
背景布类,239457,23641990,1310948,0.4,52.69,0.31,24.61,98.73,18.03,2018-07-01,2018-07-31
USB HUB/转换器,220239,19387300,607226,0.36,58.36,0.3,19.77,88.03,31.93,2018-07-01,2018-07-31
脚架,49009,18437808,306833,0.33,-4.35,0.03,-24.35,376.21,60.09,2018-07-01,2018-07-31
笔记本电池,52613,17427521,232510,0.31,11.74,0.04,-8.0,331.24,74.95,2018-07-01,2018-07-31
摄像机配件,29835,17218108,411376,0.3,-11.68,0.02,-5.04,577.11,41.85,2018-07-01,2018-07-31
笔记本电源,87172,16841133,410918,0.3,0.0,0.08,-4.07,193.19,40.98,2018-07-01,2018-07-31
数码相机包,54333,14079059,359729,0.26,-3.82,0.04,-14.89,259.13,39.14,2018-07-01,2018-07-31
耳机保护套,296693,13734556,751326,0.21,92.77,0.33,55.14,46.29,18.28,2018-07-01,2018-07-31
纽扣电池,478856,13314310,753836,0.21,17.71,0.67,21.02,27.8,17.66,2018-07-01,2018-07-31
手写笔,66323,13026239,447604,0.13,106.98,0.06,53.98,196.41,29.1,2018-07-01,2018-07-31
平板电脑零部件,45885,11862870,365385,0.12,11.24,0.03,-32.87,258.53,32.47,2018-07-01,2018-07-31
通用电池充电套装,144210,11813960,375459,0.12,-9.34,0.13,-9.96,81.92,31.47,2018-07-01,2018-07-31
手机挂件/手机链,474288,11373348,2035562,0.12,63.91,0.67,42.34,23.98,5.59,2018-07-01,2018-07-31
笔记本炫彩贴,126891,11070663,773617,0.12,25.09,0.12,8.08,87.25,14.31,2018-07-01,2018-07-31
苹果视频线/转换线,61722,10227626,457127,0.11,43.66,0.05,39.85,165.7,22.37,2018-07-01,2018-07-31
数码收纳整理包,225880,10103438,755345,0.11,29.25,0.3,4.36,44.73,13.38,2018-07-01,2018-07-31
笔记本散热器/降温卡,101835,10092790,545851,0.11,-9.11,0.12,-34.28,99.11,18.49,2018-07-01,2018-07-31
USB电脑锁/防盗器,43038,9505641,101599,0.09,197.85,0.03,125.65,220.87,93.56,2018-07-01,2018-07-31
USB加湿器,112642,9329338,652907,0.09,1638.77,0.12,1990.71,82.82,14.29,2018-07-01,2018-07-31
摄影棚,25664,8870502,97619,0.09,23.82,0.02,19.43,345.64,90.87,2018-07-01,2018-07-31
滤镜,43099,8336457,97665,0.09,-8.48,0.03,-12.18,193.43,85.36,2018-07-01,2018-07-31
笔记本多功能支架/桌,65940,7133959,414666,0.08,40.49,0.06,61.41,108.19,17.2,2018-07-01,2018-07-31
读卡器,97252,6789737,415751,0.07,11.75,0.11,11.53,69.82,16.33,2018-07-01,2018-07-31
数码相机电池,44744,6556360,95721,0.06,21.71,0.03,11.89,146.53,68.49,2018-07-01,2018-07-31
平板电脑屏幕贴膜,222425,6538604,429940,0.06,-22.82,0.3,-32.89,29.4,15.21,2018-07-01,2018-07-31
笔记本膝上桌,111803,6371843,1375263,0.06,374.17,0.12,408.6,56.99,4.63,2018-07-01,2018-07-31
耳机绕线器,429918,6142270,841892,0.06,-3.13,0.47,-24.97,14.29,7.3,2018-07-01,2018-07-31
快显胶片,25931,6000995,93609,0.05,-8.27,0.02,-18.76,231.42,64.11,2018-07-01,2018-07-31
笔记本键盘保护膜,296557,5902649,602766,0.05,8.39,0.33,-5.57,19.9,9.79,2018-07-01,2018-07-31
数码维修工具,47958,5809464,339993,0.05,68.38,0.03,67.18,121.14,17.09,2018-07-01,2018-07-31
视频线/音频线/AV线,135825,5758630,507875,0.05,70.57,0.12,87.49,42.4,11.34,2018-07-01,2018-07-31
相机闪光灯,6359,5739135,51285,0.04,-7.16,0.0,-7.06,902.52,111.91,2018-07-01,2018-07-31
防潮箱,10125,5735128,48417,0.04,0.92,0.01,8.4,566.43,118.45,2018-07-01,2018-07-31
笔记本屏幕贴膜,54559,5704465,312757,0.04,43.53,0.04,9.22,104.56,18.24,2018-07-01,2018-07-31
涂鸦笔,24908,5373224,84262,0.04,106.89,0.02,211.17,215.72,63.77,2018-07-01,2018-07-31
转接环,7322,5310354,46518,0.04,22.47,0.0,-15.64,725.26,114.16,2018-07-01,2018-07-31
PDA/掌上电脑,3154,4293139,64470,0.04,17.49,0.0,13.54,1361.17,66.59,2018-07-01,2018-07-31
数码显微镜,6310,3648213,54694,0.03,24.8,0.0,24.92,578.16,66.7,2018-07-01,2018-07-31
辅助道具类,44314,3605150,311984,0.03,-32.39,0.03,-32.06,81.35,11.56,2018-07-01,2018-07-31
手机防尘塞,61821,3603450,456722,0.03,31.32,0.05,-30.41,58.29,7.89,2018-07-01,2018-07-31
车载充电器,47230,3581567,426953,0.03,-9.15,0.03,-18.2,75.83,8.39,2018-07-01,2018-07-31
手机贴纸,93233,3514522,685002,0.03,8.0,0.08,-33.56,37.7,5.13,2018-07-01,2018-07-31
胶卷,10753,3414233,53306,0.03,17.72,0.01,25.54,317.51,64.05,2018-07-01,2018-07-31
灯附件,10766,3345537,47736,0.03,14.78,0.01,-7.72,310.75,70.08,2018-07-01,2018-07-31
射频器/转换器,10576,3255094,65828,0.03,-2.45,0.01,-8.64,307.78,49.45,2018-07-01,2018-07-31
外拍灯,2115,3058375,31042,0.03,60.27,0.0,66.27,1446.04,98.52,2018-07-01,2018-07-31
节电器/省电器,22839,3019865,84945,0.03,18.61,0.02,-24.83,132.22,35.55,2018-07-01,2018-07-31
USB翻页激光笔,30005,3014738,61781,0.03,23.36,0.02,11.74,100.47,48.8,2018-07-01,2018-07-31
清洁套装,94041,2862485,314279,0.03,12.03,0.09,-0.54,30.44,9.11,2018-07-01,2018-07-31
苹果卡槽,66550,2778030,326672,0.03,-13.27,0.06,7.85,41.74,8.5,2018-07-01,2018-07-31
3G无线上网卡设备,6836,2768476,58496,0.03,-24.93,0.0,-25.35,404.98,47.33,2018-07-01,2018-07-31
平板电脑支架,20220,2531075,108606,0.03,-22.15,0.02,-34.05,125.18,23.31,2018-07-01,2018-07-31
电子书保护套,45382,2174040,187956,0.02,-22.15,0.03,-30.41,47.91,11.57,2018-07-01,2018-07-31
数码相框,2091,2133572,43173,0.02,-3.81,0.0,11.43,1020.36,49.42,2018-07-01,2018-07-31
USB驱蚊器,22160,1991369,223183,0.02,854.01,0.02,335.2,89.86,8.92,2018-07-01,2018-07-31
18650电池,10142,1870066,77988,0.02,-31.56,0.01,-8.36,184.39,23.98,2018-07-01,2018-07-31
笔记本个性小贴纸,52714,1790017,495199,0.02,25.63,0.04,44.56,33.96,3.61,2018-07-01,2018-07-31
相机背带,13255,1779038,69480,0.02,8.04,0.01,4.96,134.22,25.61,2018-07-01,2018-07-31
平板电脑外接键盘,5395,1739236,291637,0.02,-34.21,0.0,-18.51,322.38,5.96,2018-07-01,2018-07-31
USB延长线,43732,1724977,78855,0.02,11.08,0.03,-5.18,39.44,21.88,2018-07-01,2018-07-31
摄影包,3938,1691639,54266,0.02,7.74,0.0,-6.87,429.57,31.17,2018-07-01,2018-07-31
USB灯,48158,1494512,314317,0.02,17.73,0.03,-24.4,31.03,4.75,2018-07-01,2018-07-31
闪光灯配件,8955,1484260,43224,0.02,-0.69,0.01,-6.87,165.75,34.34,2018-07-01,2018-07-31
数码相机充电器,18740,1339897,51156,0.01,-13.47,0.01,-9.67,71.5,26.19,2018-07-01,2018-07-31
USB多功能数码宝,2641,1270830,43932,0.01,290.85,0.0,231.2,481.19,28.93,2018-07-01,2018-07-31
电视高压包,21121,1255690,43229,0.01,-12.54,0.02,-35.24,59.45,29.05,2018-07-01,2018-07-31
触摸屏手套,19818,1250118,82818,0.01,307.08,0.02,65.51,63.08,15.09,2018-07-01,2018-07-31
镜头纸/镜头布,13253,1226597,43566,0.01,-0.91,0.01,-4.84,92.55,28.15,2018-07-01,2018-07-31
插头/接口,14809,1207472,74860,0.01,11.12,0.01,19.1,81.54,16.13,2018-07-01,2018-07-31
柔光器具,5804,1201073,25462,0.01,21.6,0.0,-12.54,206.94,47.17,2018-07-01,2018-07-31
单反手柄,2064,1198628,25895,0.01,-3.03,0.0,-6.7,580.73,46.29,2018-07-01,2018-07-31
快门线,9226,1197591,42940,0.01,-3.45,0.01,-22.17,129.81,27.89,2018-07-01,2018-07-31
校色仪,800,1129354,9531,0.01,47.8,0.0,19.18,1411.69,118.49,2018-07-01,2018-07-31
快装板,8276,1079848,26960,0.01,12.82,0.0,17.66,130.48,40.05,2018-07-01,2018-07-31
清洁液,10585,1070318,42824,0.01,26.21,0.01,-19.03,101.12,24.99,2018-07-01,2018-07-31
说明书/使用指南,8926,1024236,51508,0.01,257.84,0.01,11.74,114.75,19.88,2018-07-01,2018-07-31
反光器具,10035,1017327,43086,0.01,13.29,0.01,0.45,101.38,23.61,2018-07-01,2018-07-31
遮光罩,10044,1001295,43216,0.01,-3.03,0.01,-24.95,99.69,23.17,2018-07-01,2018-07-31
擦屏布,13282,940656,52737,0.01,38.12,0.01,21.16,70.82,17.84,2018-07-01,2018-07-31
单反/单电电池,2115,879194,20262,0.01,-26.02,0.0,-35.72,415.69,43.39,2018-07-01,2018-07-31
18650电池盒,9509,868645,43245,0.01,67.38,0.01,-20.19,91.35,20.09,2018-07-01,2018-07-31
USB吸尘器,11375,851384,62730,0.01,434.1,0.01,372.5,74.85,13.57,2018-07-01,2018-07-31
镜头盖,17228,846168,43689,0.01,-4.44,0.01,-20.45,49.12,19.37,2018-07-01,2018-07-31
摄影台/静物台,2118,792859,15711,0.01,-32.07,0.0,-32.35,374.34,50.47,2018-07-01,2018-07-31
遥控器,10571,784389,53265,0.01,-32.41,0.01,-2.99,74.2,14.73,2018-07-01,2018-07-31
平板电脑底座,1431,775485,23289,0.0,-32.94,0.0,-10.01,541.92,33.3,2018-07-01,2018-07-31
3D立体眼镜,2076,762478,43112,0.0,-46.42,0.0,-85.26,367.28,17.69,2018-07-01,2018-07-31
平板电脑充电器,4291,740871,23829,0.0,-35.64,0.0,-47.99,172.66,31.09,2018-07-01,2018-07-31
数码设备外接键盘,2126,708504,43689,0.0,50.05,0.0,415.89,333.26,16.22,2018-07-01,2018-07-31
相机腕带,6594,683889,29711,0.0,9.0,0.0,-8.24,103.71,23.02,2018-07-01,2018-07-31
VGA切换器,8587,681836,42042,0.0,8.88,0.0,-4.4,79.4,16.22,2018-07-01,2018-07-31
脚架配件,2110,667461,16900,0.0,48.43,0.0,4.69,316.33,39.49,2018-07-01,2018-07-31
F头,5486,611026,27165,0.0,-14.21,0.0,-10.9,111.38,22.49,2018-07-01,2018-07-31
测光表,196,600131,3484,0.0,25.56,0.0,8.12,3061.89,172.25,2018-07-01,2018-07-31
脚架包,2098,580204,9886,0.0,27.53,0.0,12.15,276.55,58.69,2018-07-01,2018-07-31
MP3/MP4保护套,2028,568467,22138,0.0,-10.33,0.0,-32.17,280.31,25.68,2018-07-01,2018-07-31
取景器,1108,559058,15184,0.0,-19.37,0.0,7.72,504.56,36.82,2018-07-01,2018-07-31
USB电话机/网络电话机,6888,558878,26525,0.0,-8.11,0.0,-14.24,81.14,21.07,2018-07-01,2018-07-31
平板电脑包,4899,558755,53111,0.0,-50.26,0.0,0.57,114.05,10.52,2018-07-01,2018-07-31
电子书灯,10197,556920,54242,0.0,55.92,0.01,67.35,54.62,10.27,2018-07-01,2018-07-31
点读机/点读笔配件,7422,556887,42034,0.0,-32.78,0.0,-22.38,75.03,13.25,2018-07-01,2018-07-31
隔离器/耦合器,1792,554196,9810,0.0,11.19,0.0,14.88,309.26,56.49,2018-07-01,2018-07-31
USB Humping Dog,679,520303,3677,0.0,101.62,0.0,-35.34,766.28,141.5,2018-07-01,2018-07-31
闪存卡转接套,10036,512742,73262,0.0,-33.15,0.01,-24.86,51.09,7.0,2018-07-01,2018-07-31
机顶盒共享器,681,510928,6909,0.0,42.38,0.0,-26.96,750.26,73.95,2018-07-01,2018-07-31
RF头,1991,510180,13080,0.0,-32.85,0.0,-25.02,256.24,39.0,2018-07-01,2018-07-31
电子辞典/学习机配件,2348,505511,26737,0.0,-26.55,0.0,-34.06,215.29,18.91,2018-07-01,2018-07-31
照片夹子,19458,491467,71765,0.0,52.43,0.01,58.08,25.26,6.85,2018-07-01,2018-07-31
